period,rgdp,ngdp,y,x,lf,c,W,sW,cW,ceW1,ceW2,rer0,tot0,nx0,ex0,im0,exrate0,texrate0,mktpen0,tau0,ntb0,rer1,tot1,nx1,ex1,im1,exrate1,texrate1,mktpen1,tau1,ntb1
0,2283.6422594006749023,2283.6422551173013744,4715.7685313739411868,335.1221368468882247,8.0488185098245193,1948.5201219252062401,729.1803144245358226,0.0000000000000000,97426.0056438803148922,0.0000000000000000,0.0000000000000000,1.0000000018756765,0.9999999856053020,1.0975557741171098,16.6010365567173643,15.5034807826002545,0.0404455581306676,0.0410000013319041,0.1537172131489717,0.0000000000000000,0.0000000000000000,1.0000000048285236,0.9999999834454942,-1.0975531503138711,111.0969844138854512,112.1945375641993223,0.0976467978870235,0.1000000036366007,0.1777091641234666,0.0000000000000000,0.0000000000000000
1,2283.6422594902487617,2283.6422570190388797,4715.7685301076153337,335.1221365559342757,8.0488184257136179,1948.5201225716673434,729.1810728950562179,0.0000000000000000,97426.0056894868903328,0.0000000000000000,0.0000000000000000,1.0000000010821353,0.9999999864222984,1.0975556756317353,16.6010365112129676,15.5034808355812324,0.0404455581306676,0.0410000012017422,0.1537172125224490,0.0000000000000000,0.0000000000000000,1.0000000025008402,0.9999999806146406,-1.0975529991223141,111.0969844498431485,112.1945374489654625,0.0976467978870235,0.1000000027697628,0.1777091627412880,0.0000000000000000,0.0000000000000000
2,2283.6422597576179214,2283.6422556521665683,4715.7685312895864627,335.1221370570054319,8.0488184847445279,1948.5201220981421102,729.1818465342115587,0.0000000000000000,97426.0056692698708503,0.0000000000000000,0.0000000000000000,1.0000000017977646,0.9999999886816989,1.0975555877831802,16.6010365693187438,15.5034809815355636,0.0404455581306677,0.0410000013426606,0.1537172131250922,0.0000000000000000,0.0000000000000000,1.0000000041776256,0.9999999837074725,-1.0975535571673589,111.0969840926791790,112.1945376498465379,0.0976467978870235,0.1000000034146824,0.1777091635833821,0.0000000000000000,0.0000000000000000
3,2283.6422596483544112,2283.6422578139149664,4715.7685309687012705,335.1221372314260520,8.0488184502657081,1948.5201221477263971,729.1826356539227163,0.0000000000000000,97426.0057605410838732,0.0000000000000000,0.0000000000000000,1.0000000008032957,0.9999999841121651,1.0975558097781608,16.6010366962456573,15.5034808864674964,0.0404455581306676,0.0410000011611018,0.1537172125785410,0.0000000000000000,0.0000000000000000,1.0000000030903928,0.9999999833382721,-1.0975538960180273,111.0969834759252990,112.1945373719433263,0.0976467978870234,0.1000000030478982,0.1777091631400996,0.0000000000000000,0.0000000000000000
4,2284.0823272563998216,2283.3202722024448121,4716.5102791816434546,335.2685604650256437,7.8825388225289625,1948.7018713625789132,729.1834405600558284,0.0000000000000000,97426.0057703940401552,0.0000000000000000,0.0000000000000000,1.0003337486480666,1.0009979726081699,1.0405188438562138,16.4803169631452953,15.4397981192890814,0.0404455581306676,0.0410492540347758,0.1501654914882535,0.0000000000000000,0.0000000000000000,1.0000719807835610,1.0005648539081671,-1.3132325018223270,110.4711250780362519,111.7843575798585789,0.0976467978870235,0.1000523804562091,0.1742735973512920,0.0000000000000000,0.0000000000000000
5,2284.5890923054153063,2286.4405528515649166,4716.7965606300667787,335.8111853141230654,8.0247302243006118,1949.0498323469678326,729.1829012792776439,0.0000000000000000,97426.0057338332844665,0.0000000000000000,0.0000000000000000,0.9991902433046685,1.0023685096653574,0.8314524459957298,16.4397528597783769,15.6083004137826471,0.0404455581306676,0.0407032831186127,0.1522912963795985,0.0000000000000000,0.0000000000000000,0.9997089095593252,1.0006848503942938,-1.6338126247866143,110.8555762519229830,112.4893888767095973,0.0976467978870234,0.0998326275768536,0.1771209527110895,0.0000000000000000,0.0000000000000000
6,2284.6509239717320270,2286.5554738717355576,4716.9195644060755512,335.8756746553558514,8.0231385527785264,1949.0550116006893404,729.1797487389201251,0.0000000000000000,97426.0058152499404969,0.0000000000000000,0.0000000000000000,0.9991670659549825,1.0023372701627140,0.8332146801156046,16.4479853852759241,15.6147707051603195,0.0404455581306676,0.0407063407979762,0.1525433994764586,0.0000000000000000,0.0000000000000000,0.9997046885736314,1.0006640627232142,-1.6311377099434878,110.8925377313308474,112.5236754412743352,0.0976467978870235,0.0998373894599739,0.1773581566017370,0.0000000000000000,0.0000000000000000
7,2285.1246262404879417,2284.4861201469398111,4718.0263342790312890,335.8941790380860652,7.7089450171993823,1949.1365659228390541,729.1764944999424642,0.0000000000000000,97426.0056734017416602,0.0000000000000000,0.0000000000000000,1.0002794965957169,1.0031140915737526,0.8601080106389780,16.2896928899513718,15.4295848793123938,0.0383482058679881,0.0409913893991893,0.1543640285350372,0.0000000000000000,0.0000000000000000,1.0000059497291114,1.0014924401713301,-1.8093155091738566,109.7249070116715473,111.5342225208454039,0.0934344754357571,0.1000821515278676,0.1784259580893204,0.0000000000000000,0.0000000000000000
8,2284.0214369949212596,2279.1965366217477822,4716.3906704788360003,334.5485786064799072,8.0664166548853835,1948.7646423413266348,729.1725656667268822,0.0000000000000000,97426.0058654869935708,0.0000000000000000,0.0000000000000000,1.0021169303724546,0.9995165411256418,1.2630611030540937,16.7415635746750695,15.4785024716209758,0.0404455581306676,0.0413476644731188,0.1544487831444130,0.0000000000000000,0.0000000000000000,1.0000034284759820,1.0005771870121081,-1.3738513325235857,110.7481521988755873,112.1220035313991730,0.0976467978870237,0.0999804411165301,0.1771105069448660,0.0000000000000000,0.0000000000000000
9,2284.0269976990084615,2279.0987958600471757,4716.4121532601157014,334.5432669940597634,8.0593214579724659,1948.7603321639962815,729.1713393182851632,0.0000000000000000,97426.0058563521160977,0.0000000000000000,0.0000000000000000,1.0021623467345568,0.9992003862020239,1.2873038541179156,16.7685332805033589,15.4812294263854433,0.0404455581306675,0.0413542236344218,0.1551292750919142,0.0000000000000000,0.0000000000000000,0.9999766798997077,1.0005388069623244,-1.3713707276699552,110.8102128631605581,112.1815835908305132,0.0976467978870235,0.0999683749588112,0.1776003996252098,0.0000000000000000,0.0000000000000000
